bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed,locality_tier,furnishing_status_encoded,bhk_number,bhk_type_encoded,locality_Aundh,locality_Baner,locality_Hadapsar,locality_Hinjewadi,locality_Kalyani Nagar,locality_Kharadi,locality_Koregaon Park,locality_Kothrud,locality_Magarpatta,locality_Nigdi,locality_Pimple Saudagar,locality_Pune Camp,locality_Shivajinagar,locality_Viman Nagar,locality_Wakad,norm_carpet_area_sqft,norm_super_built_up_area_sqft,norm_floor_number,norm_total_floors,norm_building_age_years,norm_lift_available,norm_modular_kitchen,norm_bathrooms,norm_balconies,norm_ac_units,norm_wardrobes,norm_gated_community,norm_security,norm_clubhouse,norm_gym,norm_swimming_pool,norm_power_backup,norm_maintenance_charges,norm_pin_code,norm_distance_to_metro_km,norm_distance_to_it_park_km,norm_distance_to_school_km,norm_distance_to_hospital_km,norm_price_per_sqft,norm_days_since_listed,norm_locality_tier,norm_locality_Aundh,norm_locality_Baner,norm_locality_Hadapsar,norm_locality_Hinjewadi,norm_locality_Kalyani Nagar,norm_locality_Kharadi,norm_locality_Koregaon Park,norm_locality_Kothrud,norm_locality_Magarpatta,norm_locality_Nigdi,norm_locality_Pimple Saudagar,norm_locality_Pune Camp,norm_locality_Shivajinagar,norm_locality_Viman Nagar,norm_locality_Wakad
2 BHK,446.05,490.28,9,11,9,1,Semi-Furnished,1,3,2,0,3,Ceramic,0,0,0,1,0,Covered,1,Corporation + Borewell,2249.69,Shivajinagar,411005,Society,0.71,6.59,1.05,1.46,17844.57,4691316.24,10517.38,Broker,27,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08903958803935834,0.07514358894753184,0.42857142857142855,0.368421052631579,0.45,1.0,1.0,0.4000000000000001,0.4,0.0,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,1.0,0.16633201922061952,0.071428571429351,0.07083333333333333,0.5311720698254363,0.3068592057761733,0.33599999999999997,0.17753111113032885,0.23636363636363636,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3 BHK,1196.43,1347.55,3,11,11,1,Semi-Furnished,1,4,3,1,5,Vitrified,1,1,0,1,0,Open,0,Municipal,4335.72,Kharadi,411014,Society,4.1,2.2,2.67,1.79,52509.84,12127234.96,10136.21,Owner,48,2,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4481555572571691,0.407831418814033,0.14285714285714285,0.368421052631579,0.55,1.0,1.0,0.6000000000000001,0.6000000000000001,0.2,0.4444444444444445,1.0,1.0,0.0,1.0,0.0,0.0,0.405675314721581,0.232142857143117,0.5416666666666666,0.16625103906899416,0.8916967509025271,0.4680000000000001,0.16575842221198192,0.42727272727272725,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1534.4,1895.77,6,11,12,1,Unfurnished,1,4,3,2,4,Granite,1,1,1,1,0,Open,0,Corporation + Borewell,3377.82,Magarpatta,411013,Society,4.37,1.95,1.69,2.38,43239.25,11398049.98,7428.34,Owner,25,3,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6099008384700794,0.6205836696678051,0.2857142857142857,0.368421052631579,0.6000000000000001,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.29576944435520514,0.214285714286234,0.5791666666666667,0.1454696591853699,0.5379061371841155,0.704,0.08212405659736338,0.21818181818181817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,503.84,608.58,8,22,9,1,Semi-Furnished,0,3,2,1,3,Marble,0,0,0,0,1,Open,0,Municipal,1433.43,Pimple Saudagar,411027,Society,3.97,4.86,1.69,1.68,14382.53,3328046.72,6605.34,Broker,26,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11669665760557447,0.12105324433405779,0.38095238095238093,0.9473684210526316,0.45,1.0,0.0,0.4000000000000001,0.4,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,1.0,0.0,0.07267739374274293,0.464285714286234,0.5236111111111111,0.3873649210307564,0.5379061371841155,0.42400000000000004,0.056705154323313633,0.22727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1 BHK,457.54,559.92,9,14,8,1,Unfurnished,0,1,1,0,1,Ceramic,0,0,1,0,0,Covered,0,Municipal,1142.83,Pune Camp,411001,Society,1.55,6.69,1.84,1.88,7500.0,2800000.0,6119.66,Owner,40,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09453845859336117,0.10216935734244026,0.42857142857142855,0.5263157894736842,0.4,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03933503448972192,0.0,0.1875,0.5394846217788861,0.5920577617328521,0.504,0.041704604558477076,0.35454545454545455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1 BHK,366.16,442.86,15,17,11,1,Fully Furnished,0,1,0,0,2,Granite,1,1,0,0,0,Covered,0,Municipal,1251.84,Hadapsar,411028,Society,5.09,2.13,2.42,1.93,11120.43,2800000.0,7646.85,Owner,13,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05080592672001226,0.056740918969264226,0.7142857142857142,0.6842105263157894,0.55,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.05184243497895735,0.482142857143117,0.6791666666666667,0.16043225270157935,0.8014440433212996,0.524,0.088872883250951,0.10909090909090909,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1043.11,1253.78,2,12,8,1,Fully Furnished,1,3,3,1,3,Wooden,1,1,1,1,1,Covered,1,Municipal,3113.98,Kothrud,411038,Society,1.76,8.04,1.03,1.57,33000.68,9148869.8,8770.75,Broker,33,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3747798537463149,0.3714413225706303,0.09523809523809523,0.42105263157894735,0.4,1.0,1.0,0.4000000000000001,0.6000000000000001,0.2,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.265497427612889,0.6607142857146755,0.21666666666666667,0.6517040731504571,0.2996389891696751,0.3800000000000001,0.12358528211584105,0.2909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,935.17,1088.98,13,13,11,1,Semi-Furnished,0,5,3,2,4,Vitrified,1,1,0,0,1,Covered,0,Corporation + Borewell,3109.68,Wakad,411057,Society,4.78,2.11,1.99,2.42,28710.53,6502919.02,6953.73,Owner,52,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.323122056740304,0.30748602918348344,0.6190476190476191,0.4736842105263157,0.55,1.0,0.0,0.8,0.6000000000000001,0.4,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.2650040616638594,1.0,0.6361111111111112,0.15876974231088942,0.6462093862815884,0.72,0.067465411143795,0.4636363636363636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2 BHK,550.25,696.55,14,14,7,1,Semi-Furnished,1,2,1,1,3,Marble,1,1,0,1,0,Covered,1,Borewell,2403.49,Wakad,411057,Society,4.06,3.55,1.96,1.93,12202.92,5726080.61,10406.35,Owner,20,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13890750028714727,0.15519248680533998,0.6666666666666666,0.5263157894736842,0.35000000000000003,1.0,1.0,0.2,0.2,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,1.0,0.1839784571184675,1.0,0.5361111111111111,0.2784704904405652,0.6353790613718412,0.524,0.17410187574820526,0.17272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1 BHK,428.69,527.54,3,16,4,1,Semi-Furnished,1,2,2,0,2,Not Specified,1,1,0,0,0,Bike,0,Tanker,800.0,Wakad,411057,Society,5.71,3.21,2.1,2.4,18560.7,3812354.63,8893.1,Builder,18,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08073145985680923,0.08960338404222293,0.14285714285714285,0.631578947368421,0.2,1.0,1.0,0.2,0.4,0.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7652777777777778,0.2502078137988362,0.6859205776173286,0.712,0.12736414322547648,0.15454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1 BHK,326.67,375.99,1,12,7,1,Fully Furnished,1,1,1,1,2,Vitrified,1,1,1,1,0,Covered,1,Borewell,800.0,Baner,411045,Society,3.17,2.79,2.21,2.04,13116.02,10867354.58,33266.91,Owner,9,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03190684941996248,0.0307901272896616,0.047619047619047616,0.42105263157894735,0.35000000000000003,1.0,1.0,0.0,0.2,0.2,0.1111111111111111,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7857142857146755,0.4125,0.21529509559434745,0.7256317689530686,0.5680000000000001,0.8801654730386678,0.07272727272727272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,431.97,492.74,8,14,4,1,Fully Furnished,1,1,1,1,1,Vitrified,0,0,0,0,0,Covered,1,Municipal,2312.02,Kalyani Nagar,411006,Standalone,1.95,4.08,0.87,1.14,38339.97,10041376.07,23245.32,Broker,54,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08230119836134615,0.07609826140950018,0.38095238095238093,0.5263157894736842,0.2,1.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17348353075620382,0.089285714286234,0.24305555555555552,0.3225270157938487,0.24187725631768953,0.20799999999999996,0.5706420017864269,0.4818181818181818,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 BHK,1358.55,962.365,4,12,1,1,Semi-Furnished,1,5,4,3,7,Ceramic,0,0,0,0,0,Covered,0,Municipal,4431.88,Hadapsar,411028,Standalone,6.25,2.62,2.14,2.25,50689.52,10851618.56,7987.65,Broker,65,3,1,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.525742754316781,0.2583495032598572,0.19047619047619047,0.42105263157894735,0.05,1.0,1.0,0.8,0.8,0.6000000000000001,0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.41670835417708857,0.482142857143117,0.8402777777777778,0.20116375727348293,0.700361010830325,0.652,0.0993987178742756,0.5818181818181818,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,660.94,817.52,6,9,0,1,Fully Furnished,1,2,2,2,3,Granite,1,1,1,0,1,Open,1,Municipal,4364.05,Baner,411045,Standalone,2.25,3.2,1.75,1.87,62399.84,20962205.6,31715.54,Broker,19,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19188138902714502,0.2021383110835145,0.2857142857142857,0.2631578947368421,0.0,1.0,1.0,0.2,0.4,0.4,0.2222222222222222,1.0,1.0,1.0,0.0,1.0,1.0,0.40892579317181527,0.7857142857146755,0.2847222222222222,0.24937655860349123,0.5595667870036102,0.5000000000000001,0.8322503789671093,0.16363636363636364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,967.62,1181.46,5,7,7,1,Unfurnished,0,4,4,1,6,Wooden,1,1,0,0,0,Covered,1,Corporation + Borewell,3939.64,Kharadi,411014,Society,4.23,1.42,2.04,2.23,35633.39,14435786.23,14918.92,Broker,28,2,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3386519392013477,0.3433755045017076,0.23809523809523808,0.15789473684210525,0.35000000000000003,1.0,0.0,0.6000000000000001,0.8,0.2,0.5555555555555556,1.0,1.0,0.0,0.0,0.0,1.0,0.3602305740025976,0.232142857143117,0.5597222222222223,0.10141313383208643,0.6642599277978339,0.644,0.31347560094238347,0.24545454545454543,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,837.7,923.02,6,9,8,1,Semi-Furnished,1,2,4,1,3,Ceramic,1,1,0,0,1,Covered,0,Corporation + Borewell,3810.88,Aundh,411007,Society,5.06,3.67,2.04,1.67,43119.96,7636738.21,9116.37,Owner,17,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2764749798996899,0.2430805650419125,0.2857142857142857,0.2631578947368421,0.4,1.0,1.0,0.2,0.8,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,1.0,0.0,0.34545713223584273,0.107142857143117,0.6749999999999999,0.28844555278470485,0.6642599277978339,0.42000000000000004,0.13425998564434297,0.14545454545454545,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK,1509.5,1890.17,3,8,16,1,Semi-Furnished,1,4,4,3,6,Marble,1,1,1,1,1,Bike,1,Municipal,6936.51,Baner,411045,Society,3.59,4.33,2.15,2.28,67341.95,17974206.62,11907.41,Owner,25,1,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5979842260423447,0.6184104315429992,0.14285714285714285,0.21052631578947367,0.8,1.0,1.0,0.6000000000000001,0.8,0.6000000000000001,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.7040802511347417,0.7857142857146755,0.4708333333333333,0.34330839567747296,0.703971119133574,0.6639999999999999,0.2204631120148943,0.21818181818181817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1036.97,1325.76,0,18,12,1,Semi-Furnished,1,3,2,2,5,Ceramic,1,0,0,1,0,Covered,0,Tanker,2834.71,Magarpatta,411013,Society,5.15,1.71,2.53,2.61,21103.83,6654305.84,6417.04,Owner,50,3,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3718413798384318,0.3993751940391183,0.0,0.7368421052631579,0.6000000000000001,1.0,1.0,0.4000000000000001,0.4,0.4,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.2334550302674273,0.214285714286234,0.6875000000000001,0.12551953449709058,0.8411552346570397,0.796,0.05088938360860698,0.44545454545454544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,756.01,873.45,11,12,7,1,Semi-Furnished,1,2,2,1,3,Marble,1,1,0,0,0,Stilt,1,Borewell,1972.34,Pimple Saudagar,411027,Society,3.92,5.71,1.57,2.27,28517.4,6610536.08,8743.93,Owner,13,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2373798767180979,0.22384352685501402,0.5238095238095237,0.42105263157894735,0.35000000000000003,1.0,1.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,1.0,0.1345099155082128,0.464285714286234,0.5166666666666667,0.4580216126350789,0.4945848375451264,0.66,0.12275692858122375,0.10909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1 BHK,375.13,420.62,8,13,11,1,Semi-Furnished,1,1,1,0,2,Granite,0,0,1,1,0,Open,1,Corporation + Borewell,1384.77,Kharadi,411014,Society,4.49,1.64,2.11,1.57,15576.53,5539511.32,14766.76,Broker,15,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.055098778666870865,0.048110058987891974,0.38095238095238093,0.4736842105263157,0.55,1.0,1.0,0.0,0.2,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0,1.0,0.06709432698000375,0.232142857143117,0.5958333333333333,0.1197007481296758,0.6895306859205776,0.3800000000000001,0.3087760381598569,0.12727272727272726,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,671.02,802.36,10,13,8,1,Unfurnished,0,2,2,1,3,Granite,1,1,0,0,0,Covered,1,Tanker,1759.22,Pimple Saudagar,411027,Society,3.66,5.8,1.71,1.96,15255.87,4357089.0,6493.21,Owner,32,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.19670546345572187,0.19625504501707547,0.47619047619047616,0.4736842105263157,0.4,1.0,0.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,1.0,0.11005732223910122,0.464285714286234,0.4805555555555556,0.4655029093931836,0.5451263537906137,0.536,0.05324194470971802,0.2818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2 BHK,740.24,863.26,0,11,11,1,Fully Furnished,1,3,1,1,3,Not Specified,1,1,1,1,1,Stilt,0,Tanker,2859.33,Kothrud,411038,Society,2.42,7.42,1.34,1.17,29522.98,7435038.99,10044.03,Broker,10,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22983268884719937,0.21988900962434033,0.0,0.368421052631579,0.55,1.0,1.0,0.4000000000000001,0.2,0.2,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.0,0.23627983716628959,0.6607142857146755,0.30833333333333335,0.600166251039069,0.41155234657039713,0.21999999999999997,0.1629113816146285,0.08181818181818182,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,401.07,508.43,10,15,10,1,Unfurnished,1,1,0,1,2,Marble,1,1,1,0,1,Open,1,Municipal,1614.26,Koregaon Park,411001,Society,2.76,5.57,1.82,1.4,25586.32,9474867.63,23624.0,Broker,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06751311305945863,0.08218720894132259,0.47619047619047616,0.5789473684210527,0.5,1.0,1.0,0.0,0.0,0.2,0.1111111111111111,1.0,1.0,1.0,0.0,1.0,1.0,0.0934251529434442,0.0,0.3555555555555555,0.44638403990024933,0.5848375451263538,0.31199999999999994,0.5823377853989872,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 RK,368.41,402.25,1,9,12,1,Semi-Furnished,1,2,0,0,2,Wooden,0,0,1,1,0,Stilt,0,Municipal,800.0,Kharadi,411014,Standalone,3.56,0.2,2.22,1.63,13891.9,5241693.93,14227.99,Broker,7,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05188272904781961,0.04098106178205527,0.047619047619047616,0.2631578947368421,0.6000000000000001,1.0,1.0,0.2,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.232142857143117,0.4666666666666667,0.0,0.7292418772563178,0.404,0.29213576844152167,0.054545454545454536,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 RK,334.65,366.28,2,13,11,1,Fully Furnished,1,2,2,0,2,Marble,1,1,0,0,0,Covered,1,Municipal,1044.1,Hadapsar,411028,Society,5.13,2.03,1.65,2.08,11962.34,2800000.0,8367.04,Owner,25,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.035725908342585835,0.027021887612542705,0.09523809523809523,0.4736842105263157,0.55,1.0,1.0,0.2,0.4,0.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,1.0,0.02800712282746877,0.482142857143117,0.6847222222222222,0.15211970074812964,0.5234657039711191,0.5840000000000001,0.11111643030896787,0.21818181818181817,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 RK,391.84,451.0,7,11,15,1,Semi-Furnished,1,1,1,0,1,Not Specified,1,1,0,1,0,Not Specified,0,Municipal,1245.64,Kothrud,411038,Society,0.87,7.26,0.86,1.64,9268.64,5744466.38,14660.25,Builder,33,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06309583062138673,0.05989987581496431,0.3333333333333333,0.368421052631579,0.75,1.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0511310701222171,0.6607142857146755,0.09305555555555556,0.5868661679135494,0.23826714801444043,0.40800000000000003,0.30548640598341814,0.2909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,891.12,991.0,11,17,3,1,Semi-Furnished,1,3,3,2,5,Vitrified,1,1,1,1,1,Open,0,Corporation + Borewell,2816.76,Shivajinagar,411005,Society,0.24,7.37,1.26,1.48,40961.15,7946234.76,8917.13,Broker,12,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.302040660055898,0.2694621235641106,0.5238095238095237,0.6842105263157894,0.15000000000000002,1.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.4444444444444445,1.0,1.0,1.0,1.0,1.0,0.0,0.23139551427089694,0.071428571429351,0.005555555555555553,0.5960099750623441,0.38267148014440433,0.344,0.12810632575481476,0.09999999999999999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3 BHK,938.07,1174.13,10,16,13,1,Fully Furnished,1,3,3,2,5,Marble,0,1,0,1,0,Stilt,0,Borewell,2535.58,Wakad,411057,Standalone,4.9,2.76,1.77,2.19,30081.21,6176673.01,6584.48,Broker,40,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3245099352961446,0.3405308910276313,0.47619047619047616,0.631578947368421,0.65,1.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.4444444444444445,0.0,1.0,0.0,1.0,0.0,0.0,0.19913397065505228,1.0,0.6527777777777778,0.2128013300083125,0.5667870036101084,0.628,0.05606087935194462,0.35454545454545455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2 BHK,702.45,826.01,11,15,9,1,Semi-Furnished,1,3,2,1,2,Marble,0,0,0,1,0,Covered,0,Corporation + Borewell,2736.18,Kothrud,411038,Standalone,2.09,7.22,1.21,1.23,22501.36,5863897.19,8347.81,Broker,16,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21174719552815957,0.20543309531201492,0.5238095238095237,0.5789473684210527,0.45,1.0,1.0,0.4000000000000001,0.4,0.2,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,0.22215006585861735,0.6607142857146755,0.26249999999999996,0.5835411471321695,0.3646209386281588,0.244,0.11052249897150737,0.13636363636363635,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,884.78,982.52,3,9,10,1,Unfurnished,1,3,3,1,6,Wooden,0,1,0,1,0,Covered,0,Municipal,2989.67,Kharadi,411014,Society,4.03,2.0,2.17,1.83,24356.03,10698241.75,12091.47,Broker,4,2,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.29900647038554307,0.26617122011797584,0.14285714285714285,0.2631578947368421,0.5,1.0,1.0,0.4000000000000001,0.6000000000000001,0.2,0.5555555555555556,0.0,1.0,0.0,1.0,0.0,0.0,0.2512345622352461,0.232142857143117,0.5319444444444444,0.14962593516209474,0.7111913357400722,0.4840000000000001,0.2261479275101089,0.02727272727272727,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,588.21,668.15,5,12,4,1,Fully Furnished,1,2,2,1,3,Marble,1,1,0,1,0,Bike,1,Municipal,2159.15,Kothrud,411038,Standalone,1.72,6.68,0.96,1.24,25645.01,12107070.72,20582.76,Broker,86,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1570743520042881,0.1441710648866812,0.23809523809523808,0.42105263157894735,0.2,1.0,1.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,1.0,0.15594379758686686,0.6607142857146755,0.2111111111111111,0.538653366583541,0.27436823104693137,0.248,0.4884070656518048,0.7727272727272727,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,449.53,558.26,6,11,9,1,Unfurnished,0,1,1,0,1,Marble,1,1,0,0,0,Covered,1,Corporation + Borewell,1031.85,Nigdi,411044,Society,4.15,9.82,1.79,2.78,16092.84,3105404.19,6908.08,Broker,26,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09070504230636701,0.10152514746972993,0.2857142857142857,0.368421052631579,0.45,1.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.02660160355407061,0.7678571428577925,0.5486111111111112,0.799667497921862,0.5740072202166066,0.8639999999999999,0.0660554805377071,0.22727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2 BHK,967.08,1074.57,5,18,5,1,Semi-Furnished,1,2,1,0,4,Marble,1,0,0,0,0,Covered,0,Not Specified,2084.7,Wakad,411057,Standalone,4.83,2.66,1.76,2.34,25342.09,6024632.45,6229.72,Broker,49,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3383935066426739,0.30189382179447377,0.23809523809523808,0.7368421052631579,0.25,1.0,1.0,0.2,0.2,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.14740168249262245,1.0,0.6430555555555556,0.20448877805486282,0.5631768953068592,0.688,0.0451038808455754,0.43636363636363634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
