listing_id,source,listing_url,bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed
SYN-01855,synthetic,https://example.com/pune-listing/1855,1 BHK,413.39,459.63,2,12,16,1,Semi-Furnished,1,1,1,0,2,Wooden,0,0,0,0,0,None,1,Borewell,1688.01,Hinjewadi,411057,Standalone,5.89,2.44,1.93,2.57,7500.0,2800000.0,6773.29,Owner,38
SYN-01856,synthetic,https://example.com/pune-listing/1856,4 BHK,1345.75,1641.66,16,18,10,1,Unfurnished,1,4,3,2,8,Vitrified,1,1,0,1,0,Open,0,Corporation + Borewell,3475.75,Pune Camp,411001,Society,2.42,6.53,1.63,1.4,29663.69,10236985.35,7606.91,Builder,53
SYN-01857,synthetic,https://example.com/pune-listing/1857,2 BHK,696.96,871.92,15,15,17,1,Unfurnished,1,2,2,1,3,Vitrified,1,1,1,0,0,Covered,1,Municipal,2543.29,Kothrud,411038,Society,1.37,9.33,0.92,1.56,23432.29,10342935.54,14840.13,Broker,31
SYN-01858,synthetic,https://example.com/pune-listing/1858,5 BHK,1624.05,1803.23,5,16,1,1,Fully Furnished,1,6,5,4,8,Wooden,1,1,0,0,0,Covered,1,Borewell,6108.95,Viman Nagar,411014,Society,2.29,4.84,1.71,1.37,94554.84,15493388.08,9539.94,Owner,4
SYN-01859,synthetic,https://example.com/pune-listing/1859,2 BHK,545.02,670.8,8,16,11,1,Semi-Furnished,1,3,1,1,2,Marble,1,1,0,0,0,Open,0,Municipal,2543.8,Pimple Saudagar,411027,Society,3.61,6.57,1.51,1.86,16786.94,4076355.99,7479.26,Owner,11
SYN-01860,synthetic,https://example.com/pune-listing/1860,3 BHK,1092.81,1273.61,3,11,10,1,Fully Furnished,1,4,3,1,6,Vitrified,1,1,0,0,0,Covered,1,Municipal,3772.05,Hadapsar,411028,Society,4.87,1.75,2.2,2.1,26735.4,9537665.46,8727.69,Owner,18
SYN-01861,synthetic,https://example.com/pune-listing/1861,3 BHK,1013.62,1129.66,0,5,5,1,Semi-Furnished,1,2,2,1,6,Wooden,0,1,1,1,0,Stilt,0,Borewell,3087.11,Pune Camp,411001,Society,2.46,6.63,1.26,1.72,18506.97,8877298.37,8757.99,Broker,10
SYN-01862,synthetic,https://example.com/pune-listing/1862,2 BHK,472.82,533.33,10,16,2,1,Semi-Furnished,1,2,2,1,4,Marble,0,1,1,0,1,Covered,0,Municipal,800.0,Kothrud,411038,Society,1.5,5.96,0.89,1.85,22059.07,4869538.66,10298.92,Builder,8
SYN-01863,synthetic,https://example.com/pune-listing/1863,3 BHK,1059.72,1249.1,3,14,5,1,Fully Furnished,1,3,3,2,5,Vitrified,0,1,0,0,0,Covered,0,Borewell,3405.08,Hadapsar,411028,Standalone,5.35,2.76,1.85,2.14,23202.7,7265663.3,6856.22,Owner,3
SYN-01864,synthetic,https://example.com/pune-listing/1864,4 BHK,1395.27,1664.53,0,11,11,1,Semi-Furnished,1,5,3,2,8,,1,1,1,1,0,Covered,0,Borewell,4662.48,Kothrud,411038,Society,1.42,6.65,1.11,1.5,54770.3,13193854.95,9456.12,Owner,49
SYN-01865,synthetic,https://example.com/pune-listing/1865,3 BHK,1001.19,1168.54,0,15,12,1,Semi-Furnished,1,2,2,1,6,Vitrified,1,1,0,0,0,Covered,0,Municipal,3344.04,Hinjewadi,411057,Society,6.05,1.92,2.17,2.21,24317.92,7062431.35,7054.03,Owner,17
SYN-01866,synthetic,https://example.com/pune-listing/1866,4 BHK,1490.16,1784.94,0,10,12,1,Unfurnished,1,5,3,2,5,Vitrified,1,1,0,0,0,Covered,1,Municipal,6671.3,Kharadi,411014,Society,4.09,1.28,2.31,2.0,37156.12,13165457.33,8834.92,Owner,2
SYN-01867,synthetic,https://example.com/pune-listing/1867,2 BHK,708.18,903.39,6,7,5,1,Unfurnished,0,3,1,1,2,Vitrified,1,1,0,0,0,Covered,1,Corporation + Borewell,,Viman Nagar,411014,Society,2.32,5.89,1.77,1.16,29692.86,9489200.75,13399.5,Owner,8
SYN-01868,synthetic,https://example.com/pune-listing/1868,2 BHK,447.15,526.42,4,6,13,1,Semi-Furnished,1,2,3,1,2,Wooden,1,1,0,0,1,Covered,0,Tanker,1545.61,Aundh,411007,Society,3.49,2.91,1.62,1.65,13818.06,4116281.09,9205.66,Builder,17
SYN-01869,synthetic,https://example.com/pune-listing/1869,3 BHK,1169.27,1297.12,0,13,7,1,Fully Furnished,1,4,3,2,4,Vitrified,1,0,0,1,1,Bike,1,Corporation + Borewell,5070.69,Baner,411045,Society,2.87,2.48,2.02,2.26,103268.66,39251467.29,33569.2,Builder,31
SYN-01870,synthetic,https://example.com/pune-listing/1870,1 RK,438.56,545.77,15,17,11,1,Semi-Furnished,1,1,0,0,1,Marble,0,0,0,0,0,Stilt,0,Corporation + Borewell,800.0,Pimple Saudagar,411027,Standalone,3.87,5.38,1.38,2.3,7668.41,3393399.56,7737.54,Owner,87
SYN-01871,synthetic,https://example.com/pune-listing/1871,3 BHK,881.57,973.31,7,12,10,1,Semi-Furnished,1,3,4,1,6,Granite,1,1,0,1,1,Open,1,Corporation + Borewell,3624.54,Hadapsar,411028,Society,4.59,3.03,2.37,2.36,20356.41,7205540.56,8173.52,Broker,15
SYN-01872,synthetic,https://example.com/pune-listing/1872,1 BHK,444.28,560.6,11,13,9,1,Semi-Furnished,1,1,0,0,2,Vitrified,1,1,0,1,0,Open,1,Municipal,1126.47,Hadapsar,411028,Society,4.98,2.21,2.5,2.15,8994.92,4410268.32,9926.78,Broker,31
SYN-01873,synthetic,https://example.com/pune-listing/1873,3 BHK,1250.16,1512.94,8,12,17,1,Semi-Furnished,1,3,5,3,4,Vitrified,1,1,1,0,1,Bike,1,Municipal,5136.46,Baner,411045,Society,2.09,3.49,1.55,2.13,58579.43,30105249.85,24081.18,Broker,14
SYN-01874,synthetic,https://example.com/pune-listing/1874,2 BHK,632.99,697.42,9,11,3,1,Unfurnished,0,3,2,2,3,Vitrified,1,1,1,0,1,Covered,0,Corporation + Borewell,3381.48,Baner,411045,Standalone,3.96,2.66,1.73,2.31,31225.31,12639791.15,19968.33,Owner,23
SYN-01875,synthetic,https://example.com/pune-listing/1875,2 BHK,642.25,748.31,2,19,5,1,Semi-Furnished,0,3,1,1,3,Ceramic,1,1,0,0,0,Open,0,Borewell,2212.41,Magarpatta,411013,Society,5.18,2.74,2.45,2.02,20523.52,5235410.76,8151.64,Owner,18
SYN-01876,synthetic,https://example.com/pune-listing/1876,2 BHK,486.56,621.38,4,13,7,1,Fully Furnished,1,2,2,2,2,Marble,1,1,1,1,1,Covered,1,Municipal,2906.14,Koregaon Park,411001,Standalone,2.09,4.25,1.11,1.12,39690.67,16718188.45,34359.79,Owner,16
SYN-01877,synthetic,https://example.com/pune-listing/1877,2 BHK,723.26,854.07,8,8,10,1,Fully Furnished,1,2,1,1,4,Granite,1,1,1,0,0,Covered,1,Borewell,2023.09,Aundh,411007,Standalone,3.7,4.16,1.63,1.51,39138.54,8027343.7,11098.76,Broker,27
SYN-01878,synthetic,https://example.com/pune-listing/1878,2 BHK,649.86,758.01,11,12,11,1,Unfurnished,0,2,2,1,4,Vitrified,1,1,0,1,1,Bike,0,Tanker,1437.42,Pimple Saudagar,411027,Society,4.67,3.5,1.16,2.17,16481.75,4990158.28,7678.81,Broker,49
SYN-01879,synthetic,https://example.com/pune-listing/1879,2 BHK,767.86,982.63,11,13,11,1,Semi-Furnished,1,3,2,0,3,Vitrified,0,0,0,1,0,Covered,0,Municipal,3334.51,Viman Nagar,411014,Society,2.02,6.15,1.53,1.54,25479.17,9663771.93,12585.29,Owner,2
SYN-01880,synthetic,https://example.com/pune-listing/1880,2 BHK,588.18,702.81,5,10,10,1,Unfurnished,0,2,2,1,3,Granite,1,1,1,1,0,Covered,1,Borewell,2283.02,Kharadi,411014,Society,3.68,2.12,2.21,1.76,20313.3,5539028.48,9417.26,Owner,58
SYN-01881,synthetic,https://example.com/pune-listing/1881,1 BHK,469.21,517.75,0,12,7,1,Semi-Furnished,1,3,1,1,2,Marble,0,0,1,1,1,Bike,1,Corporation + Borewell,2460.87,Kalyani Nagar,411006,Standalone,1.89,5.28,1.33,1.19,27250.93,12436272.89,26504.97,Owner,58
SYN-01882,synthetic,https://example.com/pune-listing/1882,3 BHK,1082.85,1299.63,12,14,12,1,Unfurnished,0,3,3,2,4,Granite,1,1,0,0,0,Covered,1,Tanker,,Magarpatta,411013,Society,4.73,2.17,1.33,1.75,29051.17,7436219.97,6867.26,Owner,31
SYN-01883,synthetic,https://example.com/pune-listing/1883,1 BHK,477.98,579.13,6,21,9,1,Semi-Furnished,1,1,1,0,1,Wooden,0,0,1,0,0,Bike,0,Municipal,800.0,Hadapsar,411028,Standalone,5.17,2.8,2.62,2.44,9692.12,3206003.54,6707.36,Broker,22
SYN-01884,synthetic,https://example.com/pune-listing/1884,3 BHK,773.13,907.6,2,7,9,1,Fully Furnished,1,3,3,3,4,Ceramic,1,1,1,1,1,Covered,1,Municipal,4059.01,Baner,411045,Society,2.07,3.94,1.78,1.5,54267.16,24511630.09,31704.6,Owner,26
SYN-01885,synthetic,https://example.com/pune-listing/1885,4 BHK,1998.34,2408.95,13,20,12,1,Unfurnished,1,3,3,3,6,Granite,1,1,0,0,0,Covered,0,Corporation + Borewell,5721.44,Hinjewadi,411057,Society,6.15,1.42,2.74,2.54,64543.85,15428209.39,7720.52,Builder,1
SYN-01886,synthetic,https://example.com/pune-listing/1886,2 BHK,624.71,705.55,17,18,5,1,Unfurnished,1,2,3,1,2,Wooden,1,1,0,0,0,Covered,1,Borewell,1132.56,Pimple Saudagar,411027,Society,3.35,6.3,1.75,2.0,12023.79,5057165.24,8095.24,Broker,15
SYN-01887,synthetic,https://example.com/pune-listing/1887,1 BHK,450.99,573.61,17,17,11,1,Semi-Furnished,1,1,2,0,2,Granite,1,1,0,0,0,Covered,1,Municipal,1968.87,Nigdi,411044,Society,3.82,10.12,1.37,2.35,13713.96,5067518.17,11236.35,Owner,13
SYN-01888,synthetic,https://example.com/pune-listing/1888,2 BHK,731.78,855.32,13,13,7,1,Fully Furnished,1,3,1,1,4,Granite,1,1,0,1,0,None,1,Borewell,2932.82,Pimple Saudagar,411027,Society,3.99,4.78,1.35,2.36,26703.9,6712584.59,9172.9,Broker,20
SYN-01889,synthetic,https://example.com/pune-listing/1889,1 BHK,518.91,606.06,12,13,11,1,Unfurnished,1,2,0,0,2,Vitrified,1,1,1,1,0,Covered,1,Borewell,1972.32,Kharadi,411014,Society,4.67,2.39,1.78,1.88,16285.4,4531931.0,8733.49,Owner,13
SYN-01890,synthetic,https://example.com/pune-listing/1890,2 BHK,674.15,769.53,10,11,4,1,Semi-Furnished,1,2,1,2,3,Vitrified,0,0,1,1,0,Stilt,1,Municipal,3817.84,Baner,411045,Society,2.41,2.94,1.85,2.34,49390.82,20459601.22,30348.93,Broker,33
SYN-01891,synthetic,https://example.com/pune-listing/1891,3 BHK,1128.6,1385.53,10,15,5,1,Semi-Furnished,1,3,2,2,6,Wooden,0,1,1,0,0,None,0,Tanker,4121.34,Viman Nagar,411014,Standalone,2.72,5.64,1.84,1.56,38763.25,17376160.36,15396.26,Broker,22
SYN-01892,synthetic,https://example.com/pune-listing/1892,2 BHK,660.84,727.87,4,12,2,1,Semi-Furnished,1,3,2,1,3,Granite,1,0,1,1,0,Covered,1,Borewell,2802.9,Viman Nagar,411014,Society,2.61,5.59,1.52,1.38,29616.99,5563088.27,8418.16,Owner,12
SYN-01893,synthetic,https://example.com/pune-listing/1893,2 BHK,865.93,1076.42,5,15,3,1,Unfurnished,0,2,3,1,3,Granite,1,1,0,0,0,Covered,0,Municipal,3307.45,Aundh,411007,Society,2.04,4.87,1.1,2.04,23193.86,14504547.56,16750.34,Broker,10
SYN-01894,synthetic,https://example.com/pune-listing/1894,4 BHK,1267.84,1373.19,5,9,11,1,Unfurnished,0,4,4,2,8,Ceramic,1,1,0,1,0,Open,1,Municipal,3472.5,Wakad,411057,Society,4.29,3.77,1.75,2.56,20755.92,8514266.62,6715.58,Broker,18
SYN-01895,synthetic,https://example.com/pune-listing/1895,1 BHK,353.98,393.96,3,11,12,1,Semi-Furnished,0,1,0,0,1,Ceramic,0,0,1,1,0,Covered,1,Municipal,1186.19,Aundh,411007,Standalone,3.87,3.69,1.15,1.24,7500.0,3068862.86,8669.58,Broker,23
SYN-01896,synthetic,https://example.com/pune-listing/1896,4 BHK,1242.52,1386.54,4,8,0,1,Semi-Furnished,1,5,4,3,4,Ceramic,1,0,0,1,0,None,1,Municipal,4974.6,Aundh,411007,Society,3.39,4.2,1.39,1.81,38737.13,13241152.34,10656.68,Owner,12
SYN-01897,synthetic,https://example.com/pune-listing/1897,4 BHK,1190.67,1320.19,12,13,12,1,Unfurnished,0,4,3,3,5,Vitrified,0,0,0,0,0,Open,1,Borewell,3202.85,Pimple Saudagar,411027,Society,3.5,5.89,1.46,1.73,25035.37,9820154.92,8247.57,Builder,18
SYN-01898,synthetic,https://example.com/pune-listing/1898,4 BHK,1172.43,1488.08,4,9,4,1,Semi-Furnished,1,6,4,3,5,Granite,1,1,1,1,0,Stilt,1,Municipal,4438.91,Viman Nagar,411014,Society,2.5,5.47,1.39,1.27,44627.44,9930225.31,8469.79,Broker,18
SYN-01899,synthetic,https://example.com/pune-listing/1899,2 BHK,713.39,844.66,2,14,5,1,Unfurnished,0,3,2,1,3,Vitrified,1,1,1,1,1,Covered,1,Borewell,2498.07,Kothrud,411038,Standalone,2.11,8.87,0.83,2.08,24261.05,7405160.39,10380.19,Owner,71
SYN-01900,synthetic,https://example.com/pune-listing/1900,3 BHK,955.9,1048.59,18,18,0,1,Unfurnished,1,4,2,1,5,Vitrified,1,1,1,1,1,Stilt,0,Corporation + Borewell,4359.32,Viman Nagar,411014,Society,2.89,4.4,1.87,1.69,48061.8,8775194.05,9180.0,Owner,22
SYN-01901,synthetic,https://example.com/pune-listing/1901,2 BHK,660.9,714.97,6,9,10,1,Semi-Furnished,1,2,3,1,2,Granite,1,1,0,1,0,Covered,1,Municipal,2711.75,Kharadi,411014,Society,3.57,1.74,2.11,2.23,31848.96,8284061.01,12534.6,Broker,35
SYN-01902,synthetic,https://example.com/pune-listing/1902,1 BHK,453.61,552.74,8,10,7,1,Fully Furnished,1,2,1,1,1,Ceramic,1,1,0,1,0,Stilt,1,Tanker,1904.65,Koregaon Park,411001,Society,2.04,3.95,0.85,1.57,38320.96,15393405.54,33935.12,Owner,20
SYN-01903,synthetic,https://example.com/pune-listing/1903,2 BHK,648.03,785.5,10,13,4,1,Semi-Furnished,1,3,2,1,4,Vitrified,1,1,0,0,0,Open,0,Corporation + Borewell,2288.33,Kharadi,411014,Standalone,4.14,1.66,1.95,2.43,23083.14,8760353.88,13518.42,Broker,21
SYN-01904,synthetic,https://example.com/pune-listing/1904,3 BHK,1084.17,1360.0,5,16,1,1,Fully Furnished,1,4,3,2,4,Vitrified,1,1,0,0,0,Covered,1,Municipal,3303.86,Hinjewadi,411057,Standalone,6.5,1.69,1.85,2.47,34840.08,9439654.08,8706.77,Owner,43
SYN-01905,synthetic,https://example.com/pune-listing/1905,1 BHK,545.7,656.3,19,20,14,1,Semi-Furnished,1,1,0,0,1,Marble,1,1,0,0,0,Open,1,Tanker,2415.87,Aundh,411007,Society,3.73,5.06,1.31,1.44,17978.28,5352077.05,9807.81,Owner,22
SYN-01906,synthetic,https://example.com/pune-listing/1906,1 BHK,457.49,538.43,1,12,10,1,Fully Furnished,1,1,1,0,2,Granite,1,1,1,0,0,Covered,1,Borewell,1689.39,Kharadi,411014,Society,4.28,1.8,1.9,2.19,22851.34,4460739.16,9750.42,Broker,31
SYN-01907,synthetic,https://example.com/pune-listing/1907,1 BHK,359.66,435.57,6,9,7,1,Semi-Furnished,1,1,0,1,2,Vitrified,1,1,1,0,1,Covered,1,Municipal,1726.47,Baner,411045,Society,3.43,3.89,1.92,2.26,27055.11,8052872.53,22390.55,Broker,15
SYN-01908,synthetic,https://example.com/pune-listing/1908,1 BHK,466.08,523.33,11,12,15,1,Semi-Furnished,1,1,0,1,1,Vitrified,1,1,0,1,1,Covered,0,Municipal,2486.09,Baner,411045,Society,2.45,3.76,1.54,1.94,19459.09,11389414.55,24436.48,Owner,60
SYN-01909,synthetic,https://example.com/pune-listing/1909,2 BHK,446.05,490.28,9,11,9,1,Semi-Furnished,1,3,2,0,3,Ceramic,0,0,0,1,0,Covered,1,Corporation + Borewell,2249.69,Shivajinagar,411005,Society,0.71,6.59,1.05,1.46,17844.57,4691316.24,10517.38,Broker,27
SYN-01910,synthetic,https://example.com/pune-listing/1910,3 BHK,1196.43,1347.55,3,11,11,1,Semi-Furnished,1,4,3,1,5,Vitrified,1,1,0,1,0,Open,0,Municipal,4335.72,Kharadi,411014,Society,4.1,2.2,2.67,1.79,52509.84,12127234.96,10136.21,Owner,48
SYN-01911,synthetic,https://example.com/pune-listing/1911,3 BHK,1534.4,1895.77,6,11,12,1,Unfurnished,1,4,3,2,4,Granite,1,1,1,1,0,Open,0,Corporation + Borewell,3377.82,Magarpatta,411013,Society,4.37,1.95,1.69,2.38,43239.25,11398049.98,7428.34,Owner,25
SYN-01912,synthetic,https://example.com/pune-listing/1912,2 BHK,577.25,704.14,10,12,4,1,Fully Furnished,1,3,2,2,3,Wooden,1,1,1,1,1,Bike,1,Corporation + Borewell,2419.58,Koregaon Park,411001,Society,2.05,5.32,1.79,1.4,49110.78,9704799.58,16811.99,Owner,7
SYN-01913,synthetic,https://example.com/pune-listing/1913,2 BHK,503.84,608.58,8,22,9,1,Semi-Furnished,0,3,2,1,3,Marble,0,0,0,0,1,Open,0,Municipal,1433.43,Pimple Saudagar,411027,Society,3.97,4.86,1.69,1.68,14382.53,3328046.72,6605.34,Broker,26
SYN-01914,synthetic,https://example.com/pune-listing/1914,3 BHK,1145.6,1404.16,3,20,11,1,Semi-Furnished,0,4,3,1,5,Ceramic,1,1,0,1,0,Covered,1,Borewell,2813.18,Pune Camp,411001,Society,1.47,6.44,1.62,1.75,31701.77,7637797.68,6667.06,Owner,20
SYN-01915,synthetic,https://example.com/pune-listing/1915,3 BHK,835.61,947.83,0,15,10,1,Unfurnished,0,4,2,2,4,Vitrified,1,1,0,1,0,Bike,1,Municipal,3182.09,Aundh,411007,Society,3.84,3.95,1.52,1.73,25853.89,13522122.9,16182.43,Owner,5
SYN-01916,synthetic,https://example.com/pune-listing/1916,1 BHK,457.54,559.92,9,14,8,1,Unfurnished,0,1,1,0,1,Ceramic,0,0,1,0,0,Covered,0,Municipal,1142.83,Pune Camp,411001,Society,1.55,6.69,1.84,1.88,7500.0,2800000.0,6119.66,Owner,40
SYN-01917,synthetic,https://example.com/pune-listing/1917,1 BHK,366.16,442.86,15,17,11,1,Fully Furnished,0,1,0,0,2,Granite,1,1,0,0,0,Covered,0,Municipal,1251.84,Hadapsar,411028,Society,5.09,2.13,2.42,1.93,11120.43,2800000.0,7646.85,Owner,13
SYN-01918,synthetic,https://example.com/pune-listing/1918,3 BHK,1043.11,1253.78,2,12,8,1,Fully Furnished,1,3,3,1,3,Wooden,1,1,1,1,1,Covered,1,Municipal,3113.98,Kothrud,411038,Society,1.76,8.04,1.03,1.57,33000.68,9148869.8,8770.75,Broker,33
SYN-01919,synthetic,https://example.com/pune-listing/1919,1 BHK,433.21,550.58,1,9,7,1,Semi-Furnished,1,2,1,0,2,Marble,1,1,0,1,1,Covered,1,Tanker,1075.25,Aundh,411007,Society,2.87,4.41,1.79,2.16,7500.0,4569303.85,10547.64,Owner,120
SYN-01920,synthetic,https://example.com/pune-listing/1920,2 BHK,573.05,688.8,0,16,12,1,Fully Furnished,1,3,1,1,3,Vitrified,1,1,1,0,0,None,1,Corporation + Borewell,1107.11,Kothrud,411038,Society,2.12,7.29,1.1,1.53,23213.05,5433618.43,9481.87,Owner,34
SYN-01921,synthetic,https://example.com/pune-listing/1921,3 BHK,935.17,1088.98,13,13,11,1,Semi-Furnished,0,5,3,2,4,Vitrified,1,1,0,0,1,Covered,0,Corporation + Borewell,3109.68,Wakad,411057,Society,4.78,2.11,1.99,2.42,28710.53,6502919.02,6953.73,Owner,52
SYN-01922,synthetic,https://example.com/pune-listing/1922,4 BHK,1163.43,1298.26,5,6,8,1,Semi-Furnished,1,4,4,4,5,Vitrified,0,0,1,1,1,Open,1,Corporation + Borewell,5111.24,Koregaon Park,411001,Standalone,2.36,6.58,1.41,1.74,64492.08,12923298.28,11107.97,Broker,22
SYN-01923,synthetic,https://example.com/pune-listing/1923,2 BHK,550.25,696.55,14,14,7,1,Semi-Furnished,1,2,1,1,3,Marble,1,1,0,1,0,Covered,1,Borewell,2403.49,Wakad,411057,Society,4.06,3.55,1.96,1.93,12202.92,5726080.61,10406.35,Owner,20
SYN-01924,synthetic,https://example.com/pune-listing/1924,2 BHK,573.09,638.88,9,13,9,1,Semi-Furnished,1,3,1,0,3,Vitrified,1,1,0,0,0,Covered,0,Corporation + Borewell,800.0,Pimple Saudagar,411027,Society,4.66,4.21,1.1,2.05,17345.75,3574431.01,6237.08,Broker,17
SYN-01925,synthetic,https://example.com/pune-listing/1925,1 BHK,428.69,527.54,3,16,4,1,Semi-Furnished,1,2,2,0,2,,1,1,0,0,0,Bike,0,Tanker,800.0,Wakad,411057,Society,5.71,3.21,2.1,2.4,18560.7,3812354.63,8893.1,Builder,18
SYN-01926,synthetic,https://example.com/pune-listing/1926,1 BHK,326.67,375.99,1,12,7,1,Fully Furnished,1,1,1,1,2,Vitrified,1,1,1,1,0,Covered,1,Borewell,800.0,Baner,411045,Society,3.17,2.79,2.21,2.04,13116.02,10867354.58,33266.91,Owner,9
SYN-01927,synthetic,https://example.com/pune-listing/1927,2 BHK,488.51,564.08,1,17,10,1,Unfurnished,1,3,2,1,3,Vitrified,1,1,1,0,0,Covered,1,Corporation + Borewell,800.0,Wakad,411057,Society,4.79,3.27,1.26,2.66,15421.09,2800000.0,5731.76,Builder,16
SYN-01928,synthetic,https://example.com/pune-listing/1928,1 BHK,431.97,492.74,8,14,4,1,Fully Furnished,1,1,1,1,1,Vitrified,0,0,0,0,0,Covered,1,Municipal,2312.02,Kalyani Nagar,411006,Standalone,1.95,4.08,0.87,1.14,38339.97,10041376.07,23245.32,Broker,54
SYN-01929,synthetic,https://example.com/pune-listing/1929,5 BHK,1358.55,,4,12,1,1,Semi-Furnished,1,5,4,3,7,Ceramic,0,0,0,0,0,Covered,0,Municipal,4431.88,Hadapsar,411028,Standalone,6.25,2.62,2.14,2.25,50689.52,10851618.56,7987.65,Broker,65
SYN-01930,synthetic,https://example.com/pune-listing/1930,2 BHK,660.94,817.52,6,9,0,1,Fully Furnished,1,2,2,2,3,Granite,1,1,1,0,1,Open,1,Municipal,4364.05,Baner,411045,Standalone,2.25,3.2,1.75,1.87,62399.84,20962205.6,31715.54,Broker,19
SYN-01931,synthetic,https://example.com/pune-listing/1931,2 BHK,626.24,789.61,0,12,10,1,Unfurnished,0,2,2,1,4,Vitrified,1,0,1,0,1,Covered,1,Municipal,3345.35,Kothrud,411038,Society,0.71,7.73,1.09,1.62,29359.04,8629776.79,13780.29,Owner,66
SYN-01932,synthetic,https://example.com/pune-listing/1932,2 BHK,681.81,771.67,12,12,5,1,Semi-Furnished,1,2,2,2,3,Vitrified,1,0,1,1,0,Stilt,0,Borewell,3357.24,Koregaon Park,411001,Society,1.38,6.13,1.85,1.43,48211.84,14675594.26,21524.52,Owner,11
SYN-01933,synthetic,https://example.com/pune-listing/1933,3 BHK,967.62,1181.46,5,7,7,1,Unfurnished,0,4,4,1,6,Wooden,1,1,0,0,0,Covered,1,Corporation + Borewell,3939.64,Kharadi,411014,Society,4.23,1.42,2.04,2.23,35633.39,14435786.23,14918.92,Broker,28
SYN-01934,synthetic,https://example.com/pune-listing/1934,2 BHK,837.7,923.02,6,9,8,1,Semi-Furnished,1,2,4,1,3,Ceramic,1,1,0,0,1,Covered,0,Corporation + Borewell,3810.88,Aundh,411007,Society,5.06,3.67,2.04,1.67,43119.96,7636738.21,9116.37,Owner,17
SYN-01935,synthetic,https://example.com/pune-listing/1935,4 BHK,1509.5,1890.17,3,8,16,1,Semi-Furnished,1,4,4,3,6,Marble,1,1,1,1,1,Bike,1,Municipal,6936.51,Baner,411045,Society,3.59,4.33,2.15,2.28,67341.95,17974206.62,11907.41,Owner,25
SYN-01936,synthetic,https://example.com/pune-listing/1936,3 BHK,1036.97,1325.76,0,18,12,1,Semi-Furnished,1,3,2,2,5,Ceramic,1,0,0,1,0,Covered,0,Tanker,2834.71,Magarpatta,411013,Society,5.15,1.71,2.53,2.61,21103.83,6654305.84,6417.04,Owner,50
SYN-01937,synthetic,https://example.com/pune-listing/1937,1 BHK,472.28,527.43,3,18,3,1,Semi-Furnished,1,2,0,0,2,Vitrified,1,1,0,0,0,,0,,1797.28,Wakad,411057,Society,4.81,2.28,2.51,2.09,7500.0,2800000.0,5928.71,Broker,17
SYN-01938,synthetic,https://example.com/pune-listing/1938,2 BHK,756.01,873.45,11,12,7,1,Semi-Furnished,1,2,2,1,3,Marble,1,1,0,0,0,Stilt,1,Borewell,1972.34,Pimple Saudagar,411027,Society,3.92,5.71,1.57,2.27,28517.4,6610536.08,8743.93,Owner,13
SYN-01939,synthetic,https://example.com/pune-listing/1939,3 BHK,1013.22,1288.42,7,13,8,1,Semi-Furnished,1,3,2,2,6,Marble,1,1,1,0,0,Covered,1,Corporation + Borewell,2210.47,Hinjewadi,411057,Society,5.87,0.52,2.12,3.13,23238.02,7332121.88,7236.47,Owner,20
SYN-01940,synthetic,https://example.com/pune-listing/1940,1 BHK,375.13,420.62,8,13,11,1,Semi-Furnished,1,1,1,0,2,Granite,0,0,1,1,0,Open,1,Corporation + Borewell,1384.77,Kharadi,411014,Society,4.49,1.64,2.11,1.57,15576.53,5539511.32,14766.76,Broker,15
SYN-01941,synthetic,https://example.com/pune-listing/1941,2 BHK,671.02,802.36,10,13,8,1,Unfurnished,0,2,2,1,3,Granite,1,1,0,0,0,Covered,1,Tanker,1759.22,Pimple Saudagar,411027,Society,3.66,5.8,1.71,1.96,15255.87,4357089.0,6493.21,Owner,32
SYN-01942,synthetic,https://example.com/pune-listing/1942,2 BHK,519.53,615.65,1,10,12,1,Unfurnished,0,3,2,1,2,Marble,1,1,0,0,0,Covered,0,Borewell,1839.62,Pimple Saudagar,411027,Society,4.07,3.72,1.41,1.77,16736.77,4273230.53,8225.25,Broker,22
SYN-01943,synthetic,https://example.com/pune-listing/1943,2 BHK,740.24,863.26,0,11,11,1,Fully Furnished,1,3,1,1,3,,1,1,1,1,1,Stilt,0,Tanker,2859.33,Kothrud,411038,Society,2.42,7.42,1.34,1.17,29522.98,7435038.99,10044.03,Broker,10
SYN-01944,synthetic,https://example.com/pune-listing/1944,1 BHK,416.36,473.61,12,16,14,1,Semi-Furnished,1,1,1,0,2,Vitrified,0,0,0,0,0,Covered,0,Borewell,800.0,Hadapsar,411028,Society,5.36,1.4,1.58,2.03,7500.0,2800000.0,6725.01,,30
SYN-01945,synthetic,https://example.com/pune-listing/1945,1 BHK,444.98,497.07,4,15,9,1,Semi-Furnished,0,1,1,0,2,Vitrified,1,1,0,1,0,Covered,0,Borewell,1437.84,Wakad,411057,Standalone,5.53,2.71,2.28,1.61,10419.67,3124463.8,7021.51,Owner,21
